custid,大类编码,大类名称,中类编码,中类名称,小类编码,小类名称,销售日期,销售月份,商品编码,规格型号,商品类型,单位,销售数量,销售金额,商品单价,是否促销
2300,12,蔬果,1203,水果,120306,桃/李类,20150407,201504,DW-1203060093,散称,生鲜,KG,1.048,12.55,31.8,否
2300,22,休闲,2202,糕点,220208,散称糕点,20150407,201504,DW-2202080030, ,一般商品,KG,0.736,11.48,15.6,否
68,20,粮油,2009,盐/糖,200902,功能盐,20150407,201504,DW-2009020013,400g,一般商品,袋,1,3.2,3.2,否
13,15,日配,1505,冷藏乳品,150505,冷藏营养酸乳,20150407,201504,DW-1505050004,100g*10,一般商品,袋,1,11.9,11.9,否
978,30,洗化,3013,口腔卫生用品,301301,成人牙膏,20150407,201504,DW-3013010236,140g,一般商品,支,1,4.5,4.9,否
2104,23,酒饮,2314,进口酒,231404,预调酒,20150407,201504,DW-2314040094,4.5%460ml,一般商品,瓶,1,24,24,否
2297,30,洗化,3018,卫生巾,301806,进口卫生巾,20150407,201504,DW-3018060016,10片,一般商品,包,1,3.9,3.9,否
2080,20,粮油,2007,南北干货,200711,豆制品,20150407,201504,DW-2007110001,散称,一般商品,kg,0.12,2.5,21.6,否
2080,20,粮油,2009,盐/糖,200905,红糖,20150407,201504,DW-2009050009,350g,一般商品,袋,1,4.9,4.9,否
2080,20,粮油,2013,调味酱,201303,火锅底料,20150407,201504,DW-2013030021,150g,一般商品,袋,1,6.5,6.7,否
2298,30,洗化,3016,纸制品,301603,无芯纸,20150407,201504,DW-3016030107,83g*12卷,一般商品,提,1,11.5,15.9,是
2151,22,休闲,2201,饼干,220111,趣味/休闲,20150407,201504,DW-2201110223,300ml,一般商品,袋,1,5.2,5.2,否
2151,22,休闲,2205,炒货,220512,豆类,20150407,201504,DW-2205120019,95g,一般商品,袋,1,4.9,4.9,否
2151,22,休闲,2205,炒货,220514,西瓜子,20150407,201504,DW-2205140050,218g,一般商品,袋,1,6.9,8.9,是
819,15,日配,1505,冷藏乳品,150502,冷藏加味酸乳,20150407,201504,DW-1505020002,100g*6,一般商品,组,1,11.9,14.9,是
1787,20,粮油,2001,袋装速食面,200105,干脆面,20150407,201504,DW-2001050024,25g,一般商品,袋,1,0.5,0.5,否
2036,12,蔬果,1201,蔬菜,120102,根茎,20150407,201504,DW-1201020722,散称,生鲜,KG,0.406,4.49,20,否
835,12,蔬果,1201,蔬菜,120102,根茎,20150407,201504,DW-1201020722,散称,生鲜,KG,0.412,4.53,20,否
67,20,粮油,2013,调味酱,201306,甜面/豆瓣酱,20150407,201504,DW-2013060037,240g,一般商品,瓶,1,4.9,5.3,否
819,20,粮油,2011,液体调料,201103,凉拌酱油,20150407,201504,DW-2011030024,180ml,一般商品,瓶,1,1.9,4.7,是
842,12,蔬果,1201,蔬菜,120102,根茎,20150407,201504,DW-1201020010,散称,生鲜,千克,1.014,1.4,3.8,否
644,15,日配,1510,冷冻水饺,151099,其它水饺,20150407,201504,DW-1510990001,500g,一般商品,袋,1,9.9,10.3,否
2290,12,蔬果,1203,水果,120307,蕉类,20150407,201504,DW-1203070022,散称,生鲜,KG,1.849,6.97,5.96,否
2151,20,粮油,2009,盐/糖,200903,绵白糖,20150407,201504,DW-2009030002,散称,一般商品,kg,1,6,6.8,否
2151,20,粮油,2011,液体调料,201107,滴醋,20150407,201504,DW-2011070008,500mL,一般商品,瓶,1,4.8,4.8,否
2151,22,休闲,2204,蜜饯,220405,山楂,20150407,201504,DW-2204050126,138g,一般商品,袋,1,7.5,7.5,否
2293,10,肉禽,1001,猪肉,100104,猪骨,20150407,201504,DW-1001040125,散称,生鲜,千克,0.926,32.22,41.8,否
2293,12,蔬果,1201,蔬菜,120102,根茎,20150407,201504,DW-1201020721,散称,生鲜,千克,0.336,1,5,否
2151,22,休闲,2204,蜜饯,220405,山楂,20150407,201504,DW-2204050117,138g,一般商品,袋,1,4.3,4.7,是
533,20,粮油,2013,调味酱,201306,甜面/豆瓣酱,20150407,201504,DW-2013060015,180g,一般商品,袋,1,2,2,否
2300,12,蔬果,1201,蔬菜,120102,根茎,20150407,201504,DW-1201020037,散称,生鲜,千克,0.476,2.37,3.96,否
62,20,粮油,2011,液体调料,201199,其他液体调料,20150407,201504,DW-2011990016,238g,一般商品,瓶,1,13.9,14.7,否
1164,20,粮油,2011,液体调料,201111,料酒,20150407,201504,DW-2011110012,500mL,一般商品,瓶,1,5.9,5.9,否
2005,22,休闲,2203,膨化点心,220307,进口膨化,20150407,201504,DW-2203070063,60g,一般商品,袋,1,7.9,7.9,否
2005,22,休闲,2203,膨化点心,220307,进口膨化,20150407,201504,DW-2203070064,60g,一般商品,袋,1,7.9,7.9,否
2295,15,日配,1518,常温乳品,151810,百利包加味奶,20150407,201504,DW-1518100001,200ml,一般商品,袋,1,2,2,否
336,13,熟食,1308,现制中式面点,130801,现制蒸类,20150407,201504,DW-1308010191,散称,生鲜,千克,0.432,1.7,6,否
925,12,蔬果,1201,蔬菜,120101,叶菜,20150407,201504,DW-1201010019,散称,生鲜,千克,0.514,2.05,1.96,否
2301,22,休闲,2204,蜜饯,220403,梅,20150407,201504,DW-2204030375,散称,一般商品,kg,0.35,18.1,47.8,否
542,22,休闲,2206,即食熟制品,220601,牛肉干,20150407,201504,DW-2206010064,40g,一般商品,袋,1,4.2,4.2,否
174,12,蔬果,1201,蔬菜,120102,根茎,20150407,201504,DW-1201020022,散称,生鲜,千克,0.413,1.76,6.56,否
174,12,蔬果,1201,蔬菜,120104,花果,20150407,201504,DW-1201040018,散称,生鲜,千克,0.18,1.79,7.6,否
2263,21,冲调,2105,冲调食品,210507,冲调食品礼盒,20150407,201504,DW-2105070034,1050g,一般商品,盒,1,79,80.9,否
1849,22,休闲,2204,蜜饯,220499,其他蜜饯,20150407,201504,DW-2204990106,散称,联营商品,千克,0.312,3,16.8,是
1849,22,休闲,2204,蜜饯,220499,其他蜜饯,20150407,201504,DW-2204990106,散称,联营商品,千克,0.382,3.74,16.8,是
352,20,粮油,2012,调味油,201299,其它调味油,20150407,201504,DW-2012990011,700g,一般商品,瓶,1,6.9,6.9,否
750,22,休闲,2201,饼干,220106,钙奶,20150407,201504,DW-2201060006,225g,一般商品,袋,3,9.6,3.7,是
1199,30,洗化,3016,纸制品,301603,无芯纸,20150407,201504,DW-3016030011,1*10,一般商品,提,1,11.9,15.7,是
145,30,洗化,3011,保养用品,301102,洁面乳,20150407,201504,DW-3011020011,100g,一般商品,支,1,28.9,28.9,否
250,12,蔬果,1201,蔬菜,120102,根茎,20150407,201504,DW-1201020011,散称,生鲜,千克,0.3,2.93,16,否
108,13,熟食,1306,中式熟菜,130603,中式水产熟菜,20150407,201504,DW-1306030023,散称,生鲜,kg,0.232,7.4,28,否
336,15,日配,1521,蛋类,152101,新鲜蛋品,20150407,201504,DW-1521010005,散称,一般商品,千克,0.768,5.8,6.78,否
1849,12,蔬果,1203,水果,120307,蕉类,20150407,201504,DW-1203070022,散称,生鲜,KG,1.233,4.66,5.96,否
1199,20,粮油,2005,煮食面/粉,200505,鸡蛋挂面,20150407,201504,DW-2005050019,800g,一般商品,袋,1,4.9,4.7,否
220,23,酒饮,2301,碳酸饮料,230101,可乐型,20150407,201504,DW-2301010017,600ml,一般商品,瓶,1,2.8,2.8,否
91,30,洗化,3016,纸制品,301608,软抽纸巾,20150407,201504,DW-3016080218,200抽*6,一般商品,提,1,13.9,19.9,是
1462,15,日配,1518,常温乳品,151802,利乐砖加味奶,20150407,201504,DW-1518020004,250ml,一般商品,盒,12,42,3.5,否
1462,15,日配,1518,常温乳品,151806,利乐枕加味奶,20150407,201504,DW-1518060020,230ml,一般商品,袋,16,33.6,2.8,是
2297,22,休闲,2203,膨化点心,220302,袋装薯片,20150407,201504,DW-2203020261,50g,一般商品,包,1,3.3,3.3,否
593,12,蔬果,1203,水果,120306,桃/李类,20150407,201504,DW-1203060093,散称,生鲜,KG,0.436,5.22,31.8,否
593,12,蔬果,1203,水果,120309,进口水果,20150407,201504,DW-1203090216,散称,生鲜,KG,0.344,3.77,15.9,否
593,23,酒饮,2303,果汁饮料,230304,植物蛋白饮料,20150407,201504,DW-2303040092,180ml,一般商品,听,1,3.3,3.1,否
220,10,肉禽,1004,鸡产品,100402,分割鸡件,20150407,201504,DW-1004020001,散称,生鲜,千克,0.404,15.2,35.8,否
591,12,蔬果,1202,加工豆类,120204,豆干豆皮,20150407,201504,DW-1202048046,散称,生鲜,千克,0.26,2.7,9.96,否
174,12,蔬果,1201,蔬菜,120106,菌菇类,20150407,201504,DW-1201060004,散称,生鲜,千克,0.391,2.33,16.8,否
2003,20,粮油,2005,煮食面/粉,200501,挂面,20150407,201504,DW-2005010024,300g*2,一般商品,组,1,5.2,5.7,否
31,22,休闲,2208,口香糖,220801,无糖口香糖,20150407,201504,DW-2208010012,56g,一般商品,瓶,1,10.9,10.9,否
750,12,蔬果,1201,蔬菜,120104,花果,20150407,201504,DW-1201040026,散称,生鲜,千克,0.68,1.32,1.98,否
1199,12,蔬果,1201,蔬菜,120104,花果,20150407,201504,DW-1201040026,散称,生鲜,千克,0.624,2.6,1.98,否
1199,22,休闲,2201,饼干,220111,趣味/休闲,20150407,201504,DW-2201110120,180g,一般商品,袋,1,5.9,5.9,否
1199,22,休闲,2204,蜜饯,220402,枣,20150407,201504,DW-2204020032,150克,一般商品,袋,1,9.5,9.7,否
866,20,粮油,2011,液体调料,201102,生抽酱油,20150407,201504,DW-2011020007,800mL,一般商品,桶,1,6.9,6.9,否
405,12,蔬果,1201,蔬菜,120104,花果,20150407,201504,DW-1201040006,散称,生鲜,千克,0.443,1.41,5.56,否
52,12,蔬果,1203,水果,120307,蕉类,20150407,201504,DW-1203070022,散称,生鲜,KG,0.402,0.8,5.96,否
1003,20,粮油,2011,液体调料,201111,料酒,20150407,201504,DW-2011110042,1.75L,一般商品,桶,1,9.9,12.7,是
2294,12,蔬果,1201,蔬菜,120104,花果,20150407,201504,DW-1201040004,散称,生鲜,千克,0.454,2.44,5.8,否
2294,12,蔬果,1201,蔬菜,120104,花果,20150407,201504,DW-1201040049,散称,生鲜,千克,0.622,2.84,5.8,否
2302,12,蔬果,1201,蔬菜,120102,根茎,20150407,201504,DW-1201020010,散称,生鲜,千克,0.558,0.71,3.8,否
52,22,休闲,2207,糖果,220701,硬糖,20150407,201504,DW-2207010091,散称,一般商品,kg,0.094,6.6,71,否
2297,20,粮油,2002,袋装速食面组,200201,牛肉口味,20150407,201504,DW-2002010001,121g*5,一般商品,袋,1,9.9,11.9,是
2297,30,洗化,3016,纸制品,301608,软抽纸巾,20150407,201504,DW-3016080230, ,一般商品,提,1,14.9,14.9,否
2297,30,洗化,3016,纸制品,301609,湿巾纸,20150407,201504,DW-3016090096,10片,一般商品,包,1,2.9,2.9,否
91,12,蔬果,1203,水果,120306,桃/李类,20150407,201504,DW-1203060100,散称,生鲜,KG,2.344,22.9,11.8,否
1462,22,休闲,2203,膨化点心,220302,袋装薯片,20150407,201504,DW-2203020110,50g,一般商品,袋,1,2.3,2.3,否
1462,12,蔬果,1203,水果,120302,苹果类,20150407,201504,DW-1203020162,散称,生鲜,KG,1.262,12.58,7.98,否
1334,15,日配,1518,常温乳品,151810,百利包加味奶,20150407,201504,DW-1518100017,250ml,一般商品,盒,12,39.6,3.3,否
2297,30,洗化,3008,洗护发用品,300802,润发护发,20150407,201504,DW-3008020076,300ml,一般商品,瓶,1,32.9,27.9,否
2003,15,日配,1521,蛋类,152104,咸蛋,20150407,201504,DW-1521040033,散称,一般商品,千克,0.284,5.62,19,否
1595,22,休闲,2201,饼干,220113,进口饼干,20150407,201504,DW-2201130092,300g,一般商品,袋,1,9.9,9.9,否
1595,30,洗化,3016,纸制品,301608,软抽纸巾,20150407,201504,DW-3016080048,200抽*3,一般商品,提,1,11.5,11.7,否
2003,12,蔬果,1201,蔬菜,120104,花果,20150407,201504,DW-1201040010,散称,生鲜,千克,0.5,2.48,2.58,否
2003,12,蔬果,1201,蔬菜,120104,花果,20150407,201504,DW-1201040049,散称,生鲜,千克,0.58,2.8,5.8,否
1455,12,蔬果,1201,蔬菜,120104,花果,20150407,201504,DW-1201040010,散称,生鲜,千克,1.004,4.99,2.58,否
542,20,粮油,2008,调味料,200807,调理粉,20150407,201504,DW-2008070127,40g,一般商品,袋,1,2.9,2.9,否
2298,15,日配,1501,冷藏肉制品,150101,香肠类,20150407,201504,DW-1501010090,300g,一般商品,根,1,18.9,19.3,否
1455,12,蔬果,1203,水果,120303,梨类,20150407,201504,DW-1203030155,散称,生鲜,KG,0.982,5.87,11.98,否
121,12,蔬果,1203,水果,120313,其它水果,20150407,201504,DW-1203130449,散称,生鲜,KG,0.38,2.6,23,否
916,22,休闲,2207,糖果,220799,其他糖果,20150407,201504,DW-2207990007,散称,一般商品,千克,0.4,19.9,49.8,否
916,12,蔬果,1201,蔬菜,120104,花果,20150407,201504,DW-1201040022,散称,生鲜,千克,1.066,9.54,5.6,否
1031,30,洗化,3018,卫生巾,301802,夜用卫生巾,20150407,201504,DW-3018020272,10片,一般商品,包,1,6.5,6.7,否
2301,22,休闲,2206,即食熟制品,220606,海苔,20150407,201504,DW-2206060063,4.5g,一般商品,袋,1,2.7,3.3,是
637,13,熟食,1308,现制中式面点,130801,现制蒸类,20150407,201504,DW-1308010191,散称,生鲜,千克,0.31,0.93,6,否
2303,30,洗化,3016,纸制品,301603,无芯纸,20150407,201504,DW-3016030107,83g*12卷,一般商品,提,1,11.5,15.9,是
2301,22,休闲,2202,糕点,220205,中式糕点,20150407,201504,DW-2202050038,330g,一般商品,袋,1,8.9,9.3,否
2301,22,休闲,2203,膨化点心,220302,袋装薯片,20150407,201504,DW-2203020106,50g,一般商品,袋,1,2.3,2.3,否
2301,22,休闲,2204,蜜饯,220406,地瓜,20150407,201504,DW-2204060013,散称,一般商品,KG,0.254,5,19.8,否
238,12,蔬果,1201,蔬菜,120101,叶菜,20150407,201504,DW-1201010019,散称,生鲜,千克,1.272,3.2,1.96,否
2036,10,肉禽,1001,猪肉,100101,鲜猪肉,20150407,201504,DW-1001010196,散称,生鲜,千克,0.558,14.51,27.8,否
835,12,蔬果,1201,蔬菜,120101,叶菜,20150407,201504,DW-1201010023,散称,生鲜,千克,0.568,1.9,2.56,否
835,12,蔬果,1203,水果,120307,蕉类,20150407,201504,DW-1203070022,散称,生鲜,KG,2.241,8.47,5.96,否
2080,12,蔬果,1201,蔬菜,120101,叶菜,20150407,201504,DW-1201010018,散称,生鲜,千克,0.19,0.33,12,否
2080,12,蔬果,1202,加工豆类,120205,豆类料理,20150407,201504,DW-1202058101,条,生鲜,条,3,4.5,1.5,否
1988,15,日配,1505,冷藏乳品,150504,冷藏乳酸菌,20150407,201504,DW-1505040014,800ml,一般商品,瓶,1,12.9,12.9,否
1988,20,粮油,2009,盐/糖,200902,功能盐,20150407,201504,DW-2009020015,400g,一般商品,袋,1,2.8,2.8,否
1988,13,熟食,1301,凉拌熟食,130101,凉拌素食,20150407,201504,DW-1301010076,散称,联营商品,kg,0.976,15.2,20,否
2036,12,蔬果,1201,蔬菜,120102,根茎,20150407,201504,DW-1201020011,散称,生鲜,千克,1.032,10.09,16,否
2299,22,休闲,2212,无糖食品,221202,无糖休闲食品,20150407,201504,DW-2212020434,300g,一般商品,袋,1,21,21,否
68,20,粮油,2008,调味料,200805,香辛粉,20150407,201504,DW-2008050004,42g,一般商品,瓶,1,7.5,7.9,否
13,12,蔬果,1201,蔬菜,120101,叶菜,20150407,201504,DW-1201010010,散称,生鲜,千克,0.432,4.39,9.96,否
2291,15,日配,1518,常温乳品,151813,利乐砖乳酸菌,20150407,201504,DW-1518130012,200g,一般商品,盒,1,5.5,5.5,否
2263,21,冲调,2105,冲调食品,210505,核桃粉/糊,20150407,201504,DW-2105050010,600g,一般商品,袋,1,26.9,27.7,否
1898,22,休闲,2202,糕点,220208,散称糕点,20150407,201504,DW-2202080035,散称,一般商品,kg,0.316,10,51.6,是
2015,34,针织,3426,服饰饰品,342604,口罩,20150407,201504,DW-3426040096,均码,一般商品,只,1,5,5,否
352,22,休闲,2212,无糖食品,221202,无糖休闲食品,20150407,201504,DW-2212020462,散称,一般商品,KG,0.284,6.8,24,否
842,20,粮油,2011,液体调料,201107,滴醋,20150407,201504,DW-2011070010,480mL,一般商品,瓶,1,3.8,3.8,否
32,10,肉禽,1001,猪肉,100102,猪下水,20150407,201504,DW-1001020107,散称,生鲜,kg,0.19,7.56,40,否
2151,20,粮油,2011,液体调料,201109,白醋,20150407,201504,DW-2011090005,480ml,一般商品,瓶,1,2.5,2.7,否
13,12,蔬果,1203,水果,120313,其它水果,20150407,201504,DW-1203130332,散称,生鲜,KG,1.356,7.81,5.96,否
336,10,肉禽,1001,猪肉,100101,鲜猪肉,20150407,201504,DW-1001010191,散称,生鲜,千克,0.128,3.3,29.8,否
593,30,洗化,3016,纸制品,301603,无芯纸,20150407,201504,DW-3016030050,40±2张,一般商品,包,1,1.5,1.7,否
62,20,粮油,2013,调味酱,201306,甜面/豆瓣酱,20150407,201504,DW-2013060015,180g,一般商品,袋,1,2,2,否
1199,12,蔬果,1202,加工豆类,120201,豆腐,20150407,201504,DW-1202018073,散称,生鲜,千克,0.631,2.89,2.96,否
201,22,休闲,2201,饼干,220199,其他饼干,20150407,201504,DW-2201990010,100g,一般商品,袋,1,3.3,3.3,否
1462,22,休闲,2203,膨化点心,220302,袋装薯片,20150407,201504,DW-2203020105,50g,一般商品,袋,1,2.3,2.3,否
1334,15,日配,1518,常温乳品,151810,百利包加味奶,20150407,201504,DW-1518100018,250ml,一般商品,盒,12,39.6,3.3,否
2304,30,洗化,3013,口腔卫生用品,301301,成人牙膏,20150407,201504,DW-3013010288,100g,一般商品,支,1,17.9,20.7,是
2304,34,针织,3432,鞋配件,343201,鞋垫,20150407,201504,DW-3432010109,230-270,一般商品,双,1,12.9,12.9,否
1199,12,蔬果,1201,蔬菜,120101,叶菜,20150407,201504,DW-1201010019,散称,生鲜,千克,1.264,3.21,1.96,否
1199,23,酒饮,2311,国产白酒,231102,普通低度白酒,20150407,201504,DW-2311020277,45%480ml,一般商品,瓶,2,25.8,13.3,否
250,10,肉禽,1005,鸭产品,100504,加工鸭肉,20150407,201504,DW-1005040006,散称,生鲜,Kg,0.272,5.93,23,否
91,12,蔬果,1203,水果,120306,桃/李类,20150407,201504,DW-1203060100,散称,生鲜,KG,0.416,4.01,11.8,否
91,15,日配,1521,蛋类,152101,新鲜蛋品,20150407,201504,DW-1521010005,散称,一般商品,千克,2.354,17.89,6.78,否
2080,15,日配,1515,冷冻火锅类,151503,火锅丸类,20150407,201504,DW-1515030007,散称,一般商品,千克,0.378,11.94,32.6,否
542,22,休闲,2203,膨化点心,220399,其他膨化点心,20150407,201504,DW-2203990015,40g,一般商品,袋,1,2.7,2.9,否
542,22,休闲,2205,炒货,220506,杏仁,20150407,201504,DW-2205060023,128g,一般商品,袋,1,16.9,16.9,否
835,12,蔬果,1201,蔬菜,120102,根茎,20150407,201504,DW-1201020013,散称,生鲜,千克,0.363,1.3,4,否
2294,12,蔬果,1201,蔬菜,120104,花果,20150407,201504,DW-1201040010,散称,生鲜,千克,0.648,3.22,2.58,否
1455,12,蔬果,1203,水果,120306,桃/李类,20150407,201504,DW-1203060097,散称,生鲜,KG,0.28,12.24,17.6,否
1981,31,家居,3108,不锈钢餐具,310899,其他不锈钢具,20150407,201504,DW-3108990018,815,一般商品, ,1,15,15,否
2301,22,休闲,2202,糕点,220201,派,20150407,201504,DW-2202010082,180g,一般商品,袋,1,5.9,5.9,否
2301,22,休闲,2202,糕点,220208,散称糕点,20150407,201504,DW-2202080030, ,一般商品,KG,0.424,6.6,15.6,否
542,22,休闲,2206,即食熟制品,220605,鱼类,20150407,201504,DW-2206050163,50g,一般商品,袋,1,5.9,5.9,否
67,20,粮油,2003,桶杯装速食面,200301,牛肉口味,20150407,201504,DW-2003010038,142g,一般商品,桶,1,4.1,5.5,否
842,12,蔬果,1201,蔬菜,120102,根茎,20150407,201504,DW-1201020721,散称,生鲜,千克,0.646,1.91,5,否
842,20,粮油,2006,五谷杂粮,200607,杂粮,20150407,201504,DW-2006070173,1000g,一般商品,袋,1,7.5,7.5,否
32,12,蔬果,1201,蔬菜,120102,根茎,20150407,201504,DW-1201020010,散称,生鲜,千克,0.832,1.14,3.8,否
32,12,蔬果,1201,蔬菜,120104,花果,20150407,201504,DW-1201040035,散称,生鲜,千克,0.14,0.97,9.6,否
32,12,蔬果,1201,蔬菜,120105,鲜调味,20150407,201504,DW-1201050007,散称,生鲜,千克,0.236,0.93,15.6,否
32,15,日配,1518,常温乳品,151806,利乐枕加味奶,20150407,201504,DW-1518060020,230ml,一般商品,袋,16,33.6,2.8,是
2151,22,休闲,2201,饼干,220111,趣味/休闲,20150407,201504,DW-2201110105,45g,一般商品,盒,1,5.8,6.9,否
2151,22,休闲,2202,糕点,220202,蛋糕,20150407,201504,DW-2202020135,20g*10,一般商品,袋,1,6.8,7.3,否
13,20,粮油,2014,酱菜类,201405,腐乳,20150407,201504,DW-2014050055,500g,一般商品,瓶,1,8.9,8.9,否
978,30,洗化,3016,纸制品,301603,无芯纸,20150407,201504,DW-3016030107,83g*12卷,一般商品,提,1,11.5,15.9,是
62,13,熟食,1308,现制中式面点,130801,现制蒸类,20150407,201504,DW-1308010191,散称,生鲜,千克,1.02,4,6,否
2292,12,蔬果,1201,蔬菜,120102,根茎,20150407,201504,DW-1201020010,散称,生鲜,千克,1.232,1.7,3.8,否
336,20,粮油,2013,调味酱,201306,甜面/豆瓣酱,20150407,201504,DW-2013060015,180g,一般商品,袋,1,2,2,否
925,13,熟食,1308,现制中式面点,130801,现制蒸类,20150407,201504,DW-1308010191,散称,生鲜,千克,0.66,2.62,6,否
174,20,粮油,2008,调味料,200809,淀/酵/碱粉,20150407,201504,DW-2008090020,200g,一般商品,袋,1,1.9,1.9,否
67,20,粮油,2005,煮食面/粉,200505,鸡蛋挂面,20150407,201504,DW-2005050019,800g,一般商品,袋,1,4.9,4.7,否
2299,15,日配,1504,冷藏奶油芝士,150404,奶酪,20150407,201504,DW-1504040059,25g*4,一般商品,组,1,13.5,13.9,否
2299,15,日配,1517,常温肉制品,151799,其它火腿肠,20150407,201504,DW-1517990017,30g*10,一般商品,袋,1,9.6,12.9,是
32,12,蔬果,1203,水果,120313,其它水果,20150407,201504,DW-1203130332,散称,生鲜,KG,0.972,5.61,5.96,否
405,12,蔬果,1201,蔬菜,120106,菌菇类,20150407,201504,DW-1201060003,散称,生鲜,千克,0.378,3.11,6.56,否
81,20,粮油,2007,南北干货,200709,粉丝/条,20150407,201504,DW-2007090053,275g,一般商品,份,1,4.2,4.3,否
67,30,洗化,3016,纸制品,301603,无芯纸,20150407,201504,DW-3016030107,83g*12卷,一般商品,提,1,11.5,15.9,是
2299,22,休闲,2203,膨化点心,220302,袋装薯片,20150407,201504,DW-2203020257,51g,一般商品,袋,1,2.5,2.5,否
2037,12,蔬果,1201,蔬菜,120102,根茎,20150407,201504,DW-1201020017,散称,生鲜,千克,0.556,1.11,2.56,否
